booking_id,guest_id,property_id,room_id,booking_date,check_in_date,check_out_date,number_of_nights,booking_channel,nightly_rate,total_price,status,payment_method,guests_count
BK00023117,GUEST003593,PROP004,PROP004_R0004,2022-10-02,2022-11-22,2022-11-27,5,Booking.com,77.43,387.14,Completed,Cash,2
BK00023118,GUEST001017,PROP001,PROP001_R0020,2023-03-23,2023-05-13,2023-05-17,4,Booking.com,203.69,814.77,Completed,PayPal,4
BK00023119,GUEST004469,PROP007,PROP007_R0001,2024-01-18,2024-02-23,2024-03-01,7,Hotel.com,245.96,1721.74,Completed,Cash,2
BK00023120,GUEST001376,PROP003,PROP003_R0029,2024-01-01,2024-01-16,2024-01-21,5,Direct Website,194.68,973.41,Completed,Bank Transfer,3
BK00023121,GUEST001648,PROP003,PROP003_R0026,2024-03-22,2024-05-14,2024-05-15,1,Travel Agency,179.18,179.18,Completed,Credit Card,3
BK00023122,GUEST003427,PROP005,PROP005_R0021,2022-02-26,2022-04-09,2022-04-10,1,Expedia,471.73,471.73,Completed,Bank Transfer,1
BK00023123,GUEST002048,PROP002,PROP002_R0013,2022-10-01,2022-10-17,2022-10-20,3,Direct Website,527.97,1583.92,Cancelled,Cash,3
BK00023124,GUEST001429,PROP001,PROP001_R0030,2022-07-05,2022-07-19,2022-07-23,4,Travel Agency,490.02,1960.06,Completed,Bank Transfer,3
BK00023125,GUEST001118,PROP002,PROP002_R0009,2023-09-10,2023-10-14,2023-10-15,1,Travel Agency,509.45,509.45,Completed,PayPal,3
BK00023126,GUEST004975,PROP010,PROP010_R0030,2022-04-17,2022-04-29,2022-05-02,3,Booking.com,302.97,908.91,Completed,PayPal,4
BK00023127,GUEST003344,PROP004,PROP004_R0023,2024-07-16,2024-08-12,2024-08-16,4,Corporate,303.37,1213.48,Completed,Cash,4
BK00023128,GUEST004391,PROP001,PROP001_R0013,2024-04-21,2024-05-28,2024-05-31,3,Hotel.com,368.76,1106.28,Completed,PayPal,3
BK00023129,GUEST000273,PROP003,PROP003_R0009,2024-03-01,2024-04-05,2024-04-10,5,Corporate,232.16,1160.81,Completed,PayPal,1
BK00023130,GUEST004194,PROP003,PROP003_R0010,2022-10-16,2022-11-19,2022-11-23,4,Corporate,129.65,518.59,Completed,Credit Card,4
BK00023131,GUEST000157,PROP002,PROP002_R0012,2023-11-02,2023-11-17,2023-11-20,3,Corporate,161.53,484.6,Completed,Cash,1
BK00023132,GUEST000751,PROP004,PROP004_R0026,2024-03-06,2024-03-28,2024-04-07,10,Hotel.com,235.48,2354.8,Completed,Credit Card,2
BK00023133,GUEST001585,PROP010,PROP010_R0030,2023-05-15,2023-07-03,2023-07-07,4,Direct Website,418.04,1672.15,Completed,Bank Transfer,1
BK00023134,GUEST000706,PROP003,PROP003_R0012,2024-04-28,2024-06-11,2024-06-12,1,Hotel.com,605.29,605.29,Completed,Cash,1
BK00023136,GUEST001613,PROP006,PROP006_R0002,2023-01-18,2023-03-08,2023-03-09,1,Direct Website,287.57,287.57,Completed,Credit Card,1
BK00023137,GUEST004253,PROP009,PROP009_R0015,2024-12-04,2024-12-22,2024-12-24,2,Hotel.com,495.93,991.87,Completed,Cash,3
BK00023138,GUEST002342,PROP008,PROP008_R0016,2024-10-07,2024-10-11,2024-10-21,10,Expedia,195.45,1954.53,Completed,Cash,4
BK00023139,GUEST000040,PROP008,PROP008_R0018,2023-12-13,2023-12-14,2023-12-18,4,Airbnb,284.48,1137.91,Completed,Cash,1
BK00023140,GUEST004517,PROP007,PROP007_R0017,2024-03-20,2024-05-04,2024-05-06,2,Direct Website,486.95,973.9,Completed,Cash,2
BK00023141,GUEST001802,PROP008,PROP008_R0021,2024-10-15,2024-11-06,2024-11-09,3,Travel Agency,162.46,487.38,Completed,Credit Card,2
BK00023142,GUEST004833,PROP001,PROP001_R0015,2022-04-14,2022-05-11,2022-05-14,3,Hotel.com,65.51,196.53,Completed,Cash,3
BK00023143,GUEST001978,PROP002,PROP002_R0030,2024-02-08,2024-03-11,2024-03-14,3,Corporate,94.18,282.54,Completed,Bank Transfer,4
BK00023144,GUEST002487,PROP006,PROP006_R0010,2022-04-30,2022-06-25,2022-06-28,3,Airbnb,527.75,1583.26,Completed,PayPal,3
BK00023145,GUEST000677,PROP004,PROP004_R0029,2023-07-01,2023-07-04,2023-07-09,5,Hotel.com,228.33,1141.64,Completed,PayPal,4
BK00023146,GUEST004862,PROP008,PROP008_R0001,2023-07-12,2023-08-20,2023-08-23,3,Expedia,85.62,256.86,Completed,Cash,3
BK00023147,GUEST001807,PROP010,PROP010_R0011,2024-04-04,2024-05-07,2024-05-11,4,Corporate,440.55,1762.19,Completed,Cash,2
BK00023148,GUEST001935,PROP005,PROP005_R0003,2023-08-14,2023-10-08,2023-10-10,2,Booking.com,255.59,511.19,Completed,Credit Card,2
BK00023149,GUEST004350,PROP002,PROP002_R0006,2022-01-21,2022-02-02,2022-02-05,3,Booking.com,152.82,458.46,Completed,Cash,1
BK00023150,GUEST000188,PROP004,PROP004_R0015,2022-10-30,2022-11-20,2022-11-22,2,Travel Agency,247.02,494.04,Completed,PayPal,4
BK00023151,GUEST003160,PROP007,PROP007_R0005,2023-05-07,2023-05-14,2023-05-24,10,Direct Website,537.38,5373.77,No-Show,Cash,4
BK00023152,GUEST002109,PROP005,PROP005_R0014,2023-05-08,2023-06-13,2023-06-17,4,Direct Website,188.01,752.04,Completed,PayPal,4
BK00023153,GUEST003942,PROP001,PROP001_R0016,2023-02-26,2023-03-01,2023-03-03,2,Hotel.com,164.26,328.52,Completed,PayPal,2
BK00023154,GUEST003567,PROP002,PROP002_R0006,2023-04-20,2023-06-17,2023-06-20,3,Hotel.com,243.75,731.25,Completed,Bank Transfer,3
BK00023155,GUEST000947,PROP010,PROP010_R0028,2022-08-09,2022-10-06,2022-10-07,1,Booking.com,180.58,180.58,Completed,PayPal,4
BK00023156,GUEST004327,PROP002,PROP002_R0030,2023-09-15,2023-10-20,2023-10-25,5,Airbnb,111.39,556.97,Completed,Cash,2
BK00023157,GUEST001380,PROP004,PROP004_R0029,2024-10-17,2024-11-24,2024-12-01,7,Travel Agency,174.25,1219.78,Completed,Credit Card,2
BK00023158,GUEST004029,PROP001,PROP001_R0021,2023-01-24,2023-01-27,2023-01-30,3,Travel Agency,294.88,884.63,Completed,Bank Transfer,1
BK00023159,GUEST003286,PROP007,PROP007_R0011,2023-12-30,2024-02-21,2024-02-24,3,Corporate,271.01,813.04,Completed,Cash,2
BK00023160,GUEST003013,PROP004,PROP004_R0010,2024-03-07,2024-04-19,2024-04-22,3,Booking.com,170.06,510.17,Completed,Bank Transfer,4
BK00023161,GUEST001294,PROP003,PROP003_R0019,2023-08-20,2023-09-03,2023-09-05,2,Travel Agency,118.34,236.68,Completed,Cash,2
BK00023162,GUEST004176,PROP010,PROP010_R0007,2022-12-07,2022-12-24,2022-12-27,3,Direct Website,579.37,1738.12,Completed,Credit Card,1
BK00023163,GUEST000986,PROP010,PROP010_R0019,2022-09-09,2022-09-16,2022-09-17,1,Direct Website,495.55,495.55,Completed,Credit Card,4
BK00023164,GUEST000893,PROP001,PROP001_R0009,2023-08-26,2023-09-18,2023-09-22,4,Direct Website,471.71,1886.84,Completed,Credit Card,2
BK00023165,GUEST004752,PROP001,PROP001_R0021,2024-04-02,2024-04-25,2024-04-27,2,Booking.com,281.47,562.94,Completed,Bank Transfer,3
BK00023166,GUEST000771,PROP004,PROP004_R0024,2024-07-16,2024-08-06,2024-08-20,14,Booking.com,70.03,980.47,Completed,PayPal,2
BK00023167,GUEST002754,PROP001,PROP001_R0004,2024-10-11,2024-11-12,2024-11-17,5,Airbnb,171.26,856.29,Completed,Bank Transfer,4
BK00023168,GUEST004513,PROP010,PROP010_R0027,2024-01-31,2024-03-31,2024-04-03,3,Direct Website,413.74,1241.21,No-Show,Cash,1
BK00023169,GUEST000239,PROP001,PROP001_R0007,2024-08-01,2024-08-14,2024-08-19,5,Booking.com,653.17,3265.83,Completed,Credit Card,3
BK00023170,GUEST000199,PROP010,PROP010_R0010,2022-02-21,2022-03-24,2022-03-27,3,Travel Agency,359.72,1079.17,Completed,PayPal,3
BK00023171,GUEST000946,PROP001,PROP001_R0021,2022-11-17,2022-12-02,2022-12-06,4,Travel Agency,326.92,1307.69,Completed,Credit Card,4
BK00023172,GUEST003117,PROP007,PROP007_R0007,2023-09-09,2023-11-03,2023-11-10,7,Expedia,328.06,2296.45,Completed,Credit Card,2
BK00023173,GUEST002790,PROP008,PROP008_R0007,2024-12-15,2024-12-27,2024-12-29,2,Travel Agency,204.83,409.65,Completed,Cash,1
BK00023174,GUEST001990,PROP007,PROP007_R0013,2024-02-27,2024-03-25,2024-03-26,1,Booking.com,383.5,383.5,Completed,PayPal,1
BK00023175,GUEST000628,PROP008,PROP008_R0026,2024-11-04,2024-12-03,2024-12-07,4,Airbnb,281.65,1126.59,Completed,Credit Card,3
BK00023176,GUEST002840,PROP007,PROP007_R0021,2022-12-18,2023-01-24,2023-01-31,7,Expedia,489.56,3426.89,Completed,Cash,1
BK00023177,GUEST001734,PROP005,PROP005_R0026,2024-05-19,2024-07-04,2024-07-06,2,Expedia,474.75,949.51,Completed,Bank Transfer,4
BK00023178,GUEST001115,PROP009,PROP009_R0030,2022-04-27,2022-05-23,2022-05-28,5,Direct Website,61.61,308.07,Completed,Credit Card,1
BK00023179,GUEST002646,PROP008,PROP008_R0030,2024-04-04,2024-05-16,2024-05-20,4,Expedia,160.75,643.0,Completed,Cash,4
BK00023180,GUEST003438,PROP009,PROP009_R0001,2023-02-13,2023-03-11,2023-03-14,3,Travel Agency,181.59,544.78,Completed,PayPal,4
BK00023181,GUEST003726,PROP001,PROP001_R0014,2022-11-03,2022-11-23,2022-11-24,1,Airbnb,190.88,190.88,Completed,Credit Card,1
BK00023182,GUEST001546,PROP004,PROP004_R0006,2023-09-09,2023-10-22,2023-10-29,7,Hotel.com,158.65,1110.54,Cancelled,Bank Transfer,3
BK00023183,GUEST001646,PROP006,PROP006_R0030,2024-08-19,2024-09-15,2024-09-18,3,Airbnb,315.06,945.19,Completed,Credit Card,1
BK00023184,GUEST003862,PROP008,PROP008_R0024,2023-11-06,2023-11-27,2023-12-04,7,Booking.com,363.03,2541.24,Completed,Credit Card,4
BK00023185,GUEST001412,PROP003,PROP003_R0020,2022-12-30,2023-01-13,2023-01-15,2,Travel Agency,165.09,330.18,Completed,Cash,4
BK00023186,GUEST001404,PROP006,PROP006_R0023,2024-06-29,2024-07-30,2024-08-09,10,Direct Website,677.82,6778.17,Completed,Credit Card,4
BK00023188,GUEST003550,PROP001,PROP001_R0022,2023-07-31,2023-09-19,2023-09-22,3,Direct Website,250.36,751.07,Completed,PayPal,3
BK00023189,GUEST000599,PROP010,PROP010_R0001,2023-04-21,2023-05-02,2023-05-04,2,Expedia,204.95,409.91,Completed,Credit Card,1
BK00023190,GUEST001802,PROP003,PROP003_R0025,2024-09-28,2024-11-13,2024-11-14,1,Travel Agency,216.61,216.61,Completed,Credit Card,3
BK00023191,GUEST004299,PROP006,PROP006_R0004,2024-07-06,2024-08-01,2024-08-11,10,Direct Website,464.51,4645.08,Completed,PayPal,4
BK00023192,GUEST000110,PROP007,PROP007_R0012,2022-08-22,2022-09-20,2022-09-23,3,Corporate,126.46,379.38,Completed,Bank Transfer,2
BK00023193,GUEST004455,PROP002,PROP002_R0027,2022-11-11,2022-11-16,2022-11-19,3,Hotel.com,250.15,750.45,Completed,Cash,2
BK00023194,GUEST003575,PROP010,PROP010_R0009,2022-09-21,2022-11-15,2022-11-19,4,Corporate,141.0,564.01,Completed,Credit Card,1
BK00023195,GUEST002791,PROP007,PROP007_R0011,2024-10-19,2024-12-13,2024-12-18,5,Booking.com,475.63,2378.13,Completed,Cash,4
BK00023197,GUEST001721,PROP009,PROP009_R0020,2023-03-28,2023-05-22,2023-05-29,7,Corporate,239.06,1673.4,Completed,Bank Transfer,4
BK00023198,GUEST003667,PROP006,PROP006_R0020,2024-03-20,2024-04-30,2024-05-10,10,Airbnb,396.28,3962.76,Completed,Cash,1
BK00023199,GUEST004305,PROP002,PROP002_R0014,2022-12-19,2023-01-29,2023-01-31,2,Booking.com,699.55,1399.1,Cancelled,Credit Card,1
BK00023200,GUEST002746,PROP001,PROP001_R0020,2024-10-13,2024-11-15,2024-11-18,3,Travel Agency,157.38,472.15,Completed,Credit Card,1
BK00023201,GUEST001819,PROP006,PROP006_R0003,2024-11-06,2024-12-23,2024-12-26,3,Booking.com,453.06,1359.19,No-Show,Bank Transfer,2
BK00023202,GUEST002587,PROP006,PROP006_R0022,2023-04-06,2023-04-23,2023-04-24,1,Airbnb,78.05,78.05,Completed,Credit Card,4
BK00023203,GUEST003530,PROP002,PROP002_R0011,2023-10-30,2023-11-02,2023-11-05,3,Corporate,147.21,441.62,Completed,Cash,1
BK00023204,GUEST002058,PROP006,PROP006_R0026,2022-01-26,2022-02-07,2022-02-09,2,Direct Website,252.75,505.49,Completed,PayPal,3
BK00023205,GUEST000144,PROP003,PROP003_R0029,2023-09-20,2023-10-13,2023-10-15,2,Travel Agency,144.7,289.4,Completed,Cash,4
BK00023206,GUEST002278,PROP010,PROP010_R0012,2024-07-23,2024-09-04,2024-09-08,4,Booking.com,77.87,311.49,No-Show,Credit Card,3
BK00023207,GUEST000694,PROP009,PROP009_R0001,2024-03-01,2024-03-17,2024-03-20,3,Expedia,166.08,498.25,Completed,Bank Transfer,4
BK00023208,GUEST003585,PROP002,PROP002_R0023,2022-11-06,2022-12-14,2022-12-15,1,Corporate,172.24,172.24,Completed,Bank Transfer,4
BK00023209,GUEST000598,PROP008,PROP008_R0030,2024-06-21,2024-08-14,2024-08-16,2,Corporate,211.82,423.65,Completed,Credit Card,3
BK00023210,GUEST002229,PROP006,PROP006_R0018,2023-03-03,2023-04-12,2023-04-16,4,Corporate,267.31,1069.24,Completed,Bank Transfer,3
BK00023211,GUEST002530,PROP005,PROP005_R0006,2024-07-23,2024-08-23,2024-08-25,2,Expedia,424.64,849.29,Completed,Credit Card,2
BK00023212,GUEST001951,PROP005,PROP005_R0010,2023-02-21,2023-03-15,2023-03-19,4,Booking.com,121.55,486.19,Completed,Bank Transfer,3
BK00023213,GUEST004237,PROP005,PROP005_R0022,2023-08-15,2023-09-02,2023-09-04,2,Travel Agency,223.61,447.23,Completed,Bank Transfer,2
BK00023214,GUEST004788,PROP004,PROP004_R0008,2022-02-21,2022-04-17,2022-04-19,2,Travel Agency,522.07,1044.13,Cancelled,PayPal,2
BK00023215,GUEST003988,PROP009,PROP009_R0026,2024-11-01,2024-11-24,2024-11-28,4,Booking.com,410.62,1642.47,Cancelled,PayPal,2
BK00023216,GUEST003911,PROP007,PROP007_R0027,2023-05-16,2023-06-13,2023-06-18,5,Direct Website,455.02,2275.1,No-Show,Cash,2
BK00023217,GUEST002379,PROP010,PROP010_R0001,2022-10-01,2022-11-07,2022-11-10,3,Travel Agency,193.13,579.4,Completed,Bank Transfer,4
BK00023218,GUEST002044,PROP002,PROP002_R0018,2023-08-26,2023-10-17,2023-10-21,4,Expedia,443.5,1774.01,Completed,Bank Transfer,1
BK00023219,GUEST001551,PROP004,PROP004_R0030,2023-12-16,2024-01-25,2024-01-28,3,Corporate,468.49,1405.48,Completed,Credit Card,4
BK00023220,GUEST001166,PROP009,PROP009_R0025,2024-11-19,2024-12-06,2024-12-08,2,Hotel.com,165.08,330.16,Completed,Credit Card,2
BK00023221,GUEST003002,PROP008,PROP008_R0002,2024-01-30,2024-02-29,2024-03-07,7,Hotel.com,346.73,2427.09,Completed,PayPal,1
BK00023222,GUEST002148,PROP009,PROP009_R0009,2024-02-11,2024-04-08,2024-04-10,2,Travel Agency,65.71,131.41,Completed,Credit Card,2
BK00023223,GUEST001304,PROP001,PROP001_R0005,2022-10-25,2022-11-16,2022-11-21,5,Airbnb,122.82,614.12,Completed,Bank Transfer,2
BK00023224,GUEST003524,PROP005,PROP005_R0014,2024-03-05,2024-03-24,2024-03-27,3,Expedia,97.72,293.15,Completed,Bank Transfer,3
BK00023225,GUEST001549,PROP002,PROP002_R0021,2023-04-07,2023-04-10,2023-04-12,2,Corporate,404.37,808.74,Completed,Bank Transfer,2
BK00023226,GUEST001419,PROP008,PROP008_R0011,2024-02-23,2024-02-24,2024-03-02,7,Corporate,270.81,1895.69,Completed,Credit Card,2
BK00023227,GUEST004056,PROP008,PROP008_R0015,2023-01-20,2023-01-24,2023-01-26,2,Direct Website,437.5,875.01,Completed,Credit Card,3
BK00023228,GUEST003508,PROP005,PROP005_R0025,2023-01-30,2023-03-10,2023-03-15,5,Airbnb,84.49,422.45,Completed,PayPal,1
BK00023229,GUEST000744,PROP007,PROP007_R0022,2022-04-12,2022-05-05,2022-05-10,5,Corporate,197.53,987.67,Completed,PayPal,1
BK00023230,GUEST001569,PROP002,PROP002_R0009,2023-05-04,2023-06-05,2023-06-09,4,Corporate,694.93,2779.72,Completed,Cash,4
BK00023231,GUEST001855,PROP005,PROP005_R0015,2022-02-16,2022-02-22,2022-02-23,1,Corporate,43.93,43.93,Completed,Cash,1
BK00023232,GUEST001829,PROP005,PROP005_R0024,2022-07-31,2022-09-02,2022-09-06,4,Airbnb,540.52,2162.1,Completed,PayPal,1
BK00023233,GUEST000492,PROP003,PROP003_R0024,2022-01-17,2022-03-07,2022-03-08,1,Booking.com,254.35,254.35,Completed,Bank Transfer,1
BK00023234,GUEST004476,PROP009,PROP009_R0015,2023-04-03,2023-05-04,2023-05-14,10,Expedia,409.45,4094.49,Completed,Credit Card,3
BK00023235,GUEST003781,PROP010,PROP010_R0022,2022-03-01,2022-03-13,2022-03-20,7,Travel Agency,195.26,1366.82,Completed,PayPal,4
BK00023236,GUEST002834,PROP004,PROP004_R0022,2023-03-11,2023-04-11,2023-04-14,3,Expedia,347.84,1043.53,Completed,PayPal,1
BK00023237,GUEST003818,PROP008,PROP008_R0008,2023-10-04,2023-10-08,2023-10-18,10,Expedia,350.33,3503.33,Completed,Cash,1
BK00023238,GUEST004741,PROP004,PROP004_R0005,2024-05-20,2024-06-03,2024-06-07,4,Airbnb,381.04,1524.15,Completed,Credit Card,4
BK00023239,GUEST001048,PROP008,PROP008_R0003,2023-06-30,2023-08-04,2023-08-05,1,Direct Website,319.18,319.18,Completed,Cash,4
BK00023240,GUEST000394,PROP006,PROP006_R0003,2024-06-19,2024-07-04,2024-07-07,3,Travel Agency,477.05,1431.15,Completed,Bank Transfer,4
BK00023241,GUEST003435,PROP004,PROP004_R0004,2022-08-26,2022-10-06,2022-10-09,3,Corporate,110.05,330.16,Completed,PayPal,3
BK00023242,GUEST003762,PROP001,PROP001_R0025,2022-12-15,2023-01-05,2023-01-07,2,Booking.com,154.18,308.37,Completed,PayPal,2
BK00023244,GUEST002127,PROP003,PROP003_R0020,2022-07-02,2022-07-29,2022-07-31,2,Corporate,186.21,372.43,Completed,PayPal,3
BK00023245,GUEST002816,PROP002,PROP002_R0028,2023-04-19,2023-05-12,2023-05-22,10,Airbnb,376.58,3765.78,Completed,Cash,2
BK00023246,GUEST004544,PROP004,PROP004_R0009,2023-09-30,2023-11-29,2023-12-04,5,Hotel.com,380.64,1903.22,Completed,Credit Card,3
BK00023247,GUEST002554,PROP008,PROP008_R0004,2022-08-17,2022-09-02,2022-09-04,2,Booking.com,458.06,916.13,Completed,Credit Card,3
BK00023248,GUEST003905,PROP002,PROP002_R0021,2024-09-08,2024-09-26,2024-09-28,2,Booking.com,427.73,855.45,Completed,Credit Card,1
BK00023249,GUEST004571,PROP002,PROP002_R0011,2023-07-19,2023-07-31,2023-08-01,1,Expedia,302.01,302.01,Completed,Cash,4
BK00023250,GUEST001985,PROP008,PROP008_R0002,2022-12-22,2023-01-10,2023-01-14,4,Airbnb,555.83,2223.32,Completed,PayPal,4
BK00023251,GUEST002634,PROP008,PROP008_R0016,2023-02-24,2023-03-07,2023-03-09,2,Direct Website,170.51,341.03,Completed,Bank Transfer,1
BK00023252,GUEST000417,PROP010,PROP010_R0011,2022-01-22,2022-02-20,2022-02-25,5,Direct Website,357.37,1786.86,Completed,PayPal,1
BK00023253,GUEST003779,PROP010,PROP010_R0020,2022-07-03,2022-08-16,2022-08-18,2,Booking.com,486.48,972.95,Completed,Bank Transfer,3
BK00023254,GUEST001016,PROP008,PROP008_R0003,2024-01-20,2024-03-19,2024-03-29,10,Expedia,198.18,1981.84,Completed,Cash,1
BK00023255,GUEST003628,PROP008,PROP008_R0002,2023-01-25,2023-02-14,2023-02-18,4,Travel Agency,355.44,1421.77,Completed,Bank Transfer,1
BK00023256,GUEST002623,PROP003,PROP003_R0015,2022-04-08,2022-05-31,2022-06-01,1,Expedia,480.76,480.76,Completed,Credit Card,4
BK00023257,GUEST004036,PROP003,PROP003_R0025,2023-02-18,2023-03-20,2023-03-27,7,Airbnb,221.41,1549.86,Completed,Bank Transfer,1
BK00023258,GUEST004299,PROP007,PROP007_R0003,2024-01-14,2024-02-02,2024-02-04,2,Direct Website,92.05,184.11,Completed,Credit Card,1
BK00023259,GUEST002071,PROP006,PROP006_R0019,2023-09-23,2023-11-07,2023-11-11,4,Direct Website,213.78,855.11,Completed,Credit Card,3
BK00023260,GUEST002957,PROP006,PROP006_R0030,2023-02-23,2023-03-24,2023-03-25,1,Travel Agency,271.03,271.03,Completed,PayPal,2
BK00023261,GUEST001695,PROP002,PROP002_R0020,2023-02-11,2023-03-24,2023-03-31,7,Airbnb,140.82,985.73,Completed,PayPal,2
BK00023262,GUEST004245,PROP003,PROP003_R0028,2023-06-16,2023-06-22,2023-06-26,4,Corporate,271.76,1087.04,Completed,Credit Card,2
BK00023263,GUEST004407,PROP010,PROP010_R0014,2024-09-19,2024-11-06,2024-11-07,1,Hotel.com,163.21,163.21,Completed,Bank Transfer,4
BK00023264,GUEST001998,PROP006,PROP006_R0021,2023-11-08,2023-11-28,2023-12-03,5,Booking.com,214.67,1073.33,Completed,Cash,4
BK00023265,GUEST004167,PROP005,PROP005_R0020,2023-09-24,2023-11-08,2023-11-11,3,Expedia,307.3,921.9,Completed,Credit Card,4
BK00023266,GUEST004536,PROP001,PROP001_R0027,2022-10-09,2022-10-15,2022-10-19,4,Airbnb,462.49,1849.97,Completed,PayPal,4
BK00023267,GUEST003453,PROP008,PROP008_R0002,2022-09-17,2022-11-02,2022-11-05,3,Hotel.com,366.75,1100.25,Completed,Cash,2
BK00023268,GUEST000723,PROP008,PROP008_R0025,2024-01-11,2024-02-13,2024-02-14,1,Expedia,422.31,422.31,Completed,Cash,1
BK00023269,GUEST000823,PROP002,PROP002_R0020,2023-01-15,2023-03-08,2023-03-10,2,Direct Website,149.16,298.33,Completed,PayPal,4
BK00023270,GUEST000525,PROP008,PROP008_R0019,2022-02-19,2022-03-22,2022-03-29,7,Travel Agency,218.29,1528.05,Completed,PayPal,1
BK00023271,GUEST002985,PROP010,PROP010_R0018,2024-07-18,2024-09-04,2024-09-06,2,Booking.com,129.83,259.65,Completed,Credit Card,1
BK00023272,GUEST003118,PROP005,PROP005_R0029,2022-12-30,2023-02-19,2023-02-20,1,Airbnb,336.84,336.84,Completed,Credit Card,1
BK00023273,GUEST000647,PROP002,PROP002_R0001,2024-07-07,2024-08-20,2024-08-27,7,Direct Website,284.16,1989.12,Completed,Credit Card,4
BK00023274,GUEST001066,PROP002,PROP002_R0025,2022-01-10,2022-02-14,2022-02-19,5,Corporate,431.12,2155.59,Completed,PayPal,3
BK00023275,GUEST000527,PROP001,PROP001_R0024,2022-04-01,2022-04-12,2022-04-14,2,Expedia,237.52,475.04,Completed,Cash,4
BK00023276,GUEST001686,PROP005,PROP005_R0019,2022-09-04,2022-09-26,2022-09-28,2,Booking.com,481.31,962.63,Completed,PayPal,4
BK00023277,GUEST000407,PROP006,PROP006_R0016,2024-11-10,2024-12-11,2024-12-16,5,Booking.com,503.73,2518.66,Completed,Bank Transfer,1
BK00023278,GUEST004781,PROP008,PROP008_R0009,2024-10-04,2024-11-05,2024-11-08,3,Hotel.com,375.13,1125.39,Completed,Bank Transfer,3
BK00023279,GUEST002618,PROP009,PROP009_R0024,2023-09-01,2023-09-23,2023-09-28,5,Direct Website,475.98,2379.89,Completed,Credit Card,1
BK00023280,GUEST003739,PROP002,PROP002_R0003,2022-04-05,2022-05-25,2022-05-30,5,Hotel.com,397.49,1987.45,Completed,PayPal,4
BK00023281,GUEST004727,PROP006,PROP006_R0016,2023-03-05,2023-03-24,2023-03-28,4,Expedia,281.23,1124.91,Completed,Cash,3
BK00023282,GUEST004254,PROP007,PROP007_R0005,2022-11-06,2022-12-05,2022-12-09,4,Corporate,607.82,2431.3,Completed,Credit Card,4
BK00023283,GUEST002972,PROP007,PROP007_R0008,2023-06-20,2023-07-13,2023-07-16,3,Travel Agency,436.82,1310.46,Completed,Cash,1
BK00023284,GUEST001801,PROP009,PROP009_R0023,2022-03-09,2022-05-06,2022-05-09,3,Direct Website,388.55,1165.64,Completed,Cash,4
BK00023285,GUEST001877,PROP010,PROP010_R0008,2024-02-15,2024-03-09,2024-03-11,2,Hotel.com,173.23,346.46,Completed,Bank Transfer,1
BK00023286,GUEST003952,PROP003,PROP003_R0015,2023-06-13,2023-07-17,2023-07-31,14,Direct Website,590.15,8262.07,Completed,Credit Card,3
BK00023287,GUEST002386,PROP005,PROP005_R0025,2024-06-02,2024-07-15,2024-07-17,2,Booking.com,128.04,256.07,Completed,Credit Card,2
BK00023288,GUEST002908,PROP006,PROP006_R0030,2024-05-31,2024-07-23,2024-07-25,2,Direct Website,446.89,893.79,Completed,Credit Card,2
BK00023289,GUEST003558,PROP006,PROP006_R0011,2023-10-19,2023-11-11,2023-11-16,5,Booking.com,246.18,1230.9,Completed,Bank Transfer,2
BK00023290,GUEST001763,PROP005,PROP005_R0013,2022-02-13,2022-03-09,2022-03-13,4,Booking.com,224.86,899.45,Completed,Credit Card,2
BK00023291,GUEST003231,PROP001,PROP001_R0006,2024-08-22,2024-09-07,2024-09-14,7,Corporate,459.08,3213.57,Completed,Cash,2
BK00023292,GUEST001848,PROP008,PROP008_R0021,2023-01-30,2023-03-05,2023-03-08,3,Corporate,169.06,507.17,Completed,Credit Card,4
BK00023293,GUEST000691,PROP003,PROP003_R0015,2022-08-12,2022-08-17,2022-08-19,2,Direct Website,513.29,1026.58,Completed,Bank Transfer,3
BK00023294,GUEST003394,PROP006,PROP006_R0030,2022-07-11,2022-09-01,2022-09-06,5,Expedia,355.93,1779.64,Completed,Bank Transfer,3
BK00023295,GUEST002471,PROP004,PROP004_R0021,2023-06-20,2023-07-07,2023-07-10,3,Hotel.com,381.84,1145.52,Completed,Cash,3
BK00023296,GUEST000137,PROP008,PROP008_R0013,2023-05-11,2023-07-04,2023-07-07,3,Airbnb,618.52,1855.57,Completed,Credit Card,2
BK00023297,GUEST001582,PROP008,PROP008_R0020,2022-01-28,2022-02-18,2022-02-22,4,Direct Website,70.63,282.53,Completed,Credit Card,2
BK00023298,GUEST001108,PROP003,PROP003_R0018,2023-10-24,2023-11-03,2023-11-04,1,Expedia,278.2,278.2,Completed,Bank Transfer,2
BK00023299,GUEST004546,PROP005,PROP005_R0001,2022-05-24,2022-06-09,2022-06-13,4,Travel Agency,593.24,2372.96,Completed,Bank Transfer,3
BK00023300,GUEST002592,PROP001,PROP001_R0028,2024-04-21,2024-06-03,2024-06-10,7,Travel Agency,356.02,2492.12,Completed,Bank Transfer,2
BK00023301,GUEST001579,PROP007,PROP007_R0007,2022-10-28,2022-12-03,2022-12-07,4,Corporate,522.11,2088.44,Completed,Bank Transfer,2
BK00023302,GUEST003762,PROP001,PROP001_R0009,2022-01-25,2022-02-20,2022-02-22,2,Airbnb,374.28,748.56,Completed,Credit Card,4
